Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0032968~positive regulation of transcription elongation by RNA polymerase II	6	1.127819549	0.00921869	"MED22, MED9, MED16, MED15, SUPT6H, BRD4"	503	50	19416	4.632047714	1	0.636817372	0.632693221
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	12	2.255639098	0.01032419	"FBXW4, DDB1, WWOX, TLE2, PTK7, CHD8, DVL2, PAF1, FAM53B, DRD2, PKD1, CSNK1G2"	503	189	19416	2.450818896	1	0.656170954	0.651921466
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	4	0.751879699	0.010498735	"MT2A, MT1G, MT1H, MT1X"	503	18	19416	8.577866137	1	0.656170954	0.651921466
GOTERM_BP_DIRECT	GO:0006515~protein quality control for misfolded or incompletely synthesized proteins	4	0.751879699	0.010498735	"LONP1, ZSWIM8, ANKZF1, HDAC6"	503	18	19416	8.577866137	1	0.656170954	0.651921466
GOTERM_BP_DIRECT	GO:0050775~positive regulation of dendrite morphogenesis	4	0.751879699	0.010498735	"CUL7, CUX1, OBSL1, HDAC6"	503	18	19416	8.577866137	1	0.656170954	0.651921466
GOTERM_BP_DIRECT	GO:2001234~negative regulation of apoptotic signaling pathway	5	0.939849624	0.011083129	"MNT, PCGF2, MAZ, AATF, GRINA"	503	34	19416	5.676529061	1	0.676586369	0.672204666
WIKIPATHWAYS	WP23:B cell receptor signaling	8	1.503759398	0.025876776	"SHC1, PDPK1, CD81, HCLS1, PIK3R2, PTPN6, PIP5K1C, VAV1"	277	92	8749	2.746507613	0.999998891	0.676677696	0.676677696
COG_ONTOLOGY	RNA processing and modification	4	0.751879699	0.047448685	"DDB1, SF3A2, CPSF1, PDCD11"	74	23	2025	4.759106933	0.60291888	0.70378687	0.70378687
REACTOME_PATHWAY	R-HSA-9029569~NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	5	0.939849624	0.029952869	"RXRB, NCOR2, RXRA, NR1H3, TBL1X"	359	37	11153	4.198223293	1	0.708131037	0.704174998
GOTERM_BP_DIRECT	GO:0050684~regulation of mRNA processing	4	0.751879699	0.012231627	"KAT8, SAFB, CDK11B, SUPT6H"	503	19	19416	8.126399498	1	0.728224228	0.72350811
GOTERM_BP_DIRECT	GO:1904263~positive regulation of TORC1 signaling	6	1.127819549	0.01265587	"RRAGC, USP4, LARS1, CLEC16A, CTNS, KLHL22"	503	54	19416	4.288933068	1	0.728224228	0.72350811
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	14	2.631578947	0.012761263	"USP13, GRN, SEC16A, HIP1R, UBR4, TSC1, HCFC1, BAG6, PINK1, FLOT2, CALR, TBL1X, PPIB, NOP53"	503	248	19416	2.179054704	1	0.728224228	0.72350811
REACTOME_PATHWAY	R-HSA-8939243~RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	5	0.939849624	0.032657751	"CBX6, SMARCB1, RING1, SCMH1, SMARCA4"	359	38	11153	4.087743733	1	0.748138532	0.743958987
REACTOME_PATHWAY	R-HSA-381119~Unfolded Protein Response (UPR)	8	1.503759398	0.032895361	"ZBTB17, CUL7, SHC1, DCTN1, JMJD7-PLA2G4B, KHSRP, CALR, ADD1"	359	95	11153	2.616155989	1	0.748138532	0.743958987
REACTOME_PATHWAY	R-HSA-5633007~Regulation of TP53 Activity	11	2.067669173	0.033436359	"MBD3, DAXX, NUAK1, KAT5, PDPK1, EHMT2, CDK2, PIP4K2B, TAF6, CHD3, BANP"	359	160	11153	2.1358461	1	0.748138532	0.743958987
GOTERM_BP_DIRECT	GO:0006882~intracellular zinc ion homeostasis	5	0.939849624	0.013520864	"MT2A, MT1G, MT1H, MT1X, MT1HL1"	503	36	19416	5.361166335	1	0.755154662	0.750264137
REACTOME_PATHWAY	R-HSA-9694635~Translation of Structural Proteins	6	1.127819549	0.035544908	"PRKCSH, MGAT5, RPN1, MOGS, MAN1B1, DDOST"	359	57	11153	3.270194986	1	0.769532757	0.765233691
REACTOME_PATHWAY	R-HSA-112409~RAF-independent MAPK1/3 activation	4	0.751879699	0.036099065	"TYK2, DUSP8, IL6R, MAPK3"	359	23	11153	5.402930847	1	0.769532757	0.765233691
REACTOME_PATHWAY	R-HSA-9013149~RAC1 GTPase cycle	12	2.255639098	0.036234982	"NISCH, CYFIP2, ARHGDIA, ARHGAP1, ARHGEF18, PIK3R2, MYO9B, ARAP1, EMD, VAV1, ARHGAP35, PAK4"	359	185	11153	2.015147181	1	0.769532757	0.765233691
REACTOME_PATHWAY	R-HSA-9013420~RHOU GTPase cycle	5	0.939849624	0.03848297	"HGS, PIK3R2, WWP2, SPTAN1, PAK4"	359	40	11153	3.883356546	1	0.775518897	0.771186389
REACTOME_PATHWAY	R-HSA-9917777~Epigenetic regulation by WDR5-containing histone modifying complexes	11	2.067669173	0.038599718	"MED12, NCOR2, RXRA, AKAP8L, KAT8, ASH2L, SGF29, TBL1X, MED16, MEN1, HCFC1"	359	164	11153	2.083752293	1	0.775518897	0.771186389
REACTOME_PATHWAY	R-HSA-74749~Signal attenuation	3	0.563909774	0.03899257	"SHC1, INSR, MAPK3"	359	10	11153	9.32005571	1	0.775518897	0.771186389
REACTOME_PATHWAY	R-HSA-110056~MAPK3 (ERK1) activation	3	0.563909774	0.03899257	"TYK2, IL6R, MAPK3"	359	10	11153	9.32005571	1	0.775518897	0.771186389
WIKIPATHWAYS	WP2374:Oncostatin M signaling	6	1.127819549	0.031095427	"SHC1, PXN, CDK2, TYK2, OSMR, MAPK3"	277	56	8749	3.384089737	0.999999933	0.774424208	0.774424208
WIKIPATHWAYS	WP411:mRNA processing	10	1.879699248	0.032849302	"NXF1, PRPF6, SF3B3, SF3A2, CPSF1, POLR2A, SFSWAP, SNRNP70, SUPT5H, SNRPA"	277	140	8749	2.256059825	0.999999974	0.776794691	0.776794691
WIKIPATHWAYS	WP2858:Ectoderm differentiation	10	1.879699248	0.034161143	"TCF7L1, PPFIBP2, NUMA1, PI4KA, UBTF, RRBP1, TBL1X, GAS2L1, YJU2B, HDAC6"	277	141	8749	2.2400594	0.999999987	0.776794691	0.776794691
WIKIPATHWAYS	WP2874:Liver X receptor pathway	3	0.563909774	0.037751848	"RXRA, FASN, NR1H3"	277	10	8749	9.475451264	0.999999998	0.789768666	0.789768666
WIKIPATHWAYS	WP1531:Vitamin D metabolism	3	0.563909774	0.037751848	"RXRB, RXRA, DHCR7"	277	10	8749	9.475451264	0.999999998	0.789768666	0.789768666
REACTOME_PATHWAY	R-HSA-1643685~Disease	72	13.53383459	0.042466918	"DPAGT1, CYFIP2, PRKCSH, POMT1, PIK3CD, CHD3, MED16, MED15, AP2A2, HK1, MED12, GYS1, KAT5, MPRIP, DAG1, PRKACA, GGT1, IL6R, NUP214, DAXX, PDPK1, GAA, AP1B1, MED9, PPP2R5D, MOGS, TYK2, DUSP8, VAV1, DDOST, CDC25B, NCOR2, MED22, HGS, MAN1B1, PPIB, GALT, SHC1, DCTN1, RPN1, PIK3R2, RRBP1, HDAC6, POLR2A, CUX1, MGAT5, VPS11, DVL2, TBL1X, BRD4, VPS16, MAPK3, STRA6, JAG2, CTSA, MBD3, NOS2, MYO9B, EEF2, SUPT5H, SLC2A9, EXT1, P2RX4, G6PC3, TCN2, CDK2, PTPN6, TAF6, CALR, GNB5, AGRN, SEC24C"	359	1821	11153	1.228343421	1	0.79424486	0.789807737
REACTOME_PATHWAY	"R-HSA-76002~Platelet activation, signaling and aggregation"	15	2.819548872	0.044462358	"SHC1, PDPK1, STXBP2, VEGFC, PIK3R2, ACTN4, DGKZ, VAV1, ADRA2A, PIK3R5, GNA11, PSAP, PTPN6, GNB5, MAPK3"	359	263	11153	1.771873709	1	0.79424486	0.789807737
REACTOME_PATHWAY	R-HSA-72172~mRNA Splicing	13	2.443609023	0.044492013	"ZRSR2, SF3A2, SF3B3, PRPF19, SART1, PRPF6, POLR2A, SNRNP70, RBM42, SNRNP200, CACTIN, SNRPA, RBM10"	359	215	11153	1.878460841	1	0.79424486	0.789807737
REACTOME_PATHWAY	R-HSA-9006335~Signaling by Erythropoietin	4	0.751879699	0.044743647	"SHC1, PIK3CD, VAV1, PIK3R5"	359	25	11153	4.970696379	1	0.79424486	0.789807737
REACTOME_PATHWAY	R-HSA-379724~tRNA Aminoacylation	5	0.939849624	0.044864324	"LARS2, AARS1, LARS1, CARS2, VARS1"	359	42	11153	3.698434806	1	0.79424486	0.789807737
REACTOME_PATHWAY	R-HSA-3769402~Deactivation of the beta-catenin transactivating complex	5	0.939849624	0.044864324	"TLE2, TCF7L1, CHD8, ASH2L, MEN1"	359	42	11153	3.698434806	1	0.79424486	0.789807737
REACTOME_PATHWAY	R-HSA-9696264~RND3 GTPase cycle	5	0.939849624	0.044864324	"NISCH, FLOT2, PIK3R2, TNFAIP1, ARHGAP35"	359	42	11153	3.698434806	1	0.79424486	0.789807737
REACTOME_PATHWAY	R-HSA-9679506~SARS-CoV Infections	21	3.947368421	0.045005096	"MBD3, NUP214, PDPK1, PRKCSH, RPN1, MOGS, TYK2, CHD3, AP2A2, VAV1, DDOST, MGAT5, VPS11, PTPN6, MAN1B1, PPIB, AGRN, SEC24C, IL6R, BRD4, VPS16"	359	414	11153	1.57585483	1	0.79424486	0.789807737
GOTERM_BP_DIRECT	GO:0007030~Golgi organization	9	1.691729323	0.01464309	"CUL7, VPS51, FAM174B, SEC16A, GBF1, TRAPPC12, OBSL1, RAB8A, TJAP1"	503	123	19416	2.824419338	1	0.800793971	0.795607877
GOTERM_BP_DIRECT	GO:0006355~regulation of DNA-templated transcription	37	6.954887218	0.015894128	"USP13, KDM5C, ZNF592, MAGED1, PBXIP1, CHD3, SGF29, MED15, KAT5, POLR2A, KHSRP, SCMH1, DVL2, ZBED1, KAT8, ERC1, ZNF500, BRD4, DAXX, TCF7L1, TLE2, INSR, DAPK3, TFEB, ZNF34, CDK11B, SMARCA4, HCFC1, ASXL1, THAP7, CARM1, CNOT3, HCLS1, CALR, VGLL4, SLC2A4RG, ZNF212"	503	957	19416	1.492387369	1	0.831827633	0.826440559
GOTERM_BP_DIRECT	GO:0032148~activation of protein kinase B activity	4	0.751879699	0.016161223	"PINK1, PDPK1, INSR, ADRA2A"	503	21	19416	7.352456688	1	0.831827633	0.826440559
GOTERM_BP_DIRECT	GO:0048384~retinoic acid receptor signaling pathway	4	0.751879699	0.016161223	"RXRB, RXRA, RARA, ACTN4"	503	21	19416	7.352456688	1	0.831827633	0.826440559
REACTOME_PATHWAY	R-HSA-9696270~RND2 GTPase cycle	5	0.939849624	0.048263488	"NISCH, ARHGAP1, PIK3R2, TNFAIP1, ARHGAP35"	359	43	11153	3.612424694	1	0.83991875	0.835226467
REACTOME_PATHWAY	R-HSA-451927~Interleukin-2 family signaling	5	0.939849624	0.051801157	"SHC1, INPPL1, PIK3CD, PIK3R2, PTPN6"	359	44	11153	3.530324133	1	0.869729082	0.86487026
REACTOME_PATHWAY	R-HSA-6807070~PTEN Regulation	9	1.691729323	0.051801215	"MBD3, USP13, CBX6, RRAGC, RING1, SCMH1, WWP2, CHD3, MAPK3"	359	127	11153	2.201587963	1	0.869729082	0.86487026
REACTOME_PATHWAY	R-HSA-4839726~Chromatin organization	15	2.819548872	0.052880215	"MBD3, KDM5C, KDM4B, SMARCB1, EHMT2, ASH2L, SGF29, CHD3, SMARCA4, HCFC1, NCOR2, KAT5, CARM1, KAT8, TBL1X"	359	270	11153	1.725936243	1	0.869729082	0.86487026
REACTOME_PATHWAY	R-HSA-3247509~Chromatin modifying enzymes	15	2.819548872	0.052880215	"MBD3, KDM5C, KDM4B, SMARCB1, EHMT2, ASH2L, SGF29, CHD3, SMARCA4, HCFC1, NCOR2, KAT5, CARM1, KAT8, TBL1X"	359	270	11153	1.725936243	1	0.869729082	0.86487026
REACTOME_PATHWAY	R-HSA-9012999~RHO GTPase cycle	22	4.135338346	0.053996585	"CYFIP2, ATP6AP1, ARHGAP1, ARHGEF18, MYO9B, PIK3R2, WWP2, ARHGEF10L, TNFAIP1, ARAP1, VAV1, ARHGAP35, ARFGAP2, NISCH, DDRGK1, HGS, ARHGDIA, FLOT2, PLXNA1, SPTAN1, EMD, PAK4"	359	449	11153	1.522206575	1	0.869729082	0.86487026
REACTOME_PATHWAY	R-HSA-264870~Caspase-mediated cleavage of cytoskeletal proteins	3	0.563909774	0.054835273	"SPTAN1, ADD1, PLEC"	359	12	11153	7.766713092	1	0.869729082	0.86487026
REACTOME_PATHWAY	"R-HSA-9634600~Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"	3	0.563909774	0.054835273	"PFKFB3, PPP2R5D, PRKACA"	359	12	11153	7.766713092	1	0.869729082	0.86487026
REACTOME_PATHWAY	R-HSA-597592~Post-translational protein modification	59	11.09022556	0.057859948	"DPAGT1, PIGT, GPAA1, PRKCSH, PIGQ, POMT1, CHD3, HK1, SCMH1, DAG1, SPTAN1, RAB8A, MEN1, FBXW4, NUP214, DAXX, RING1, USP4, MRTFA, MOGS, SAFB, RNF40, DDOST, ARFGAP2, HCFC1, NCOR2, DDB1, HGS, RAB35, RARA, MAN1B1, OBSL1, USP13, CUL9, CUL7, DCTN1, RPN1, ASB13, TGOLN2, RXRA, MGAT5, MAN1C1, ZBED1, WDTC1, CTSA, LAMB2, PCGF2, SEC16A, GBF1, NR1H3, KLHL22, TRAPPC9, EEF2, RAB11B, ASXL1, NUCB1, PAF1, CALR, SEC24C"	359	1480	11153	1.238475871	1	0.89583737	0.890832691
REACTOME_PATHWAY	R-HSA-2029480~Fcgamma receptor (FCGR) dependent phagocytosis	7	1.315789474	0.057911274	"CYFIP2, PIK3R2, MYO9B, PLA2G6, VAV1, PLD3, MAPK3"	359	86	11153	2.528697286	1	0.89583737	0.890832691
REACTOME_PATHWAY	R-HSA-163685~Integration of energy metabolism	8	1.503759398	0.058731054	"FASN, GNA11, PPP2R5D, GNB5, AGPAT1, PRKACA, ACACB, ADRA2A"	359	108	11153	2.301248324	1	0.897439159	0.892425533
GOTERM_BP_DIRECT	GO:0007088~regulation of mitotic nuclear division	4	0.751879699	0.018360811	"CUL9, CUL7, DAPK3, OBSL1"	503	22	19416	7.018254112	1	0.912315995	0.906407663
GOTERM_BP_DIRECT	GO:0001933~negative regulation of protein phosphorylation	7	1.315789474	0.018420094	"CTDSP1, MICAL1, CTDSPL, DRD2, CACTIN, CDK5RAP3, MEN1"	503	81	19416	3.335836831	1	0.912315995	0.906407663
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	6	1.127819549	0.019288081	"CXCL6, GBF1, PIK3CD, PIP5K1C, PPIB, VAV1"	503	60	19416	3.860039761	1	0.93157612	0.925543056
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	26	4.887218045	0.019549481	"CYFIP2, MTCH1, PFKFB3, INPPL1, TNFAIP1, BAG6, RNF216, KAT5, CAPN3, MAPK3, PAK4, WWOX, DAXX, GADD45B, MAP1S, DAPK3, CDK11B, TNFRSF1A, MFSD10, DDB1, NISCH, PACS2, PLSCR3, RRAGC, MADD, TAF6"	503	620	19416	1.618726352	1	0.93157612	0.925543056
GOTERM_BP_DIRECT	GO:0031647~regulation of protein stability	9	1.691729323	0.020625415	"CTSA, BAG6, USP13, DDRGK1, USP4, CD81, VPS11, DDOST, HDAC6"	503	131	19416	2.651935714	1	0.93157612	0.925543056
GOTERM_BP_DIRECT	GO:0007041~lysosomal transport	4	0.751879699	0.020718104	"GRN, VPS51, VPS52, PSAP"	503	23	19416	6.713112629	1	0.93157612	0.925543056
GOTERM_BP_DIRECT	GO:0030217~T cell differentiation	5	0.939849624	0.021023008	"JAG2, TRAF3IP2, PIK3CD, PIK3R2, VAV1"	503	41	19416	4.707365563	1	0.93157612	0.925543056
GOTERM_BP_DIRECT	GO:0046718~symbiont entry into host cell	8	1.503759398	0.021102443	"ITGB5, CD81, HYAL2, INSR, DAG1, WWP2, CTSB, NECTIN1"	503	107	19416	2.886011037	1	0.93157612	0.925543056
GOTERM_BP_DIRECT	GO:0032933~SREBP signaling pathway	3	0.563909774	0.021293168	"SCAP, ARHGEF10L, SREBF2"	503	9	19416	12.8667992	1	0.93157612	0.925543056
REACTOME_PATHWAY	R-HSA-392499~Metabolism of proteins	80	15.03759398	0.06180808	"DPAGT1, PIGT, GPAA1, PRKCSH, PIGQ, POMT1, GBA1, CHD3, HK1, MRPL2, SCMH1, LONP1, DAG1, PMPCA, PRKACA, SPTAN1, CTSD, RAB8A, MEN1, FBXW4, NUP214, DAXX, RING1, USP4, EXOC7, MRTFA, MOGS, SAFB, ADRA2A, RNF40, DDOST, ARFGAP2, HCFC1, NCOR2, DDB1, LARS2, HGS, LARS1, RAB35, RARA, EXOC3, MAN1B1, OBSL1, CARS2, USP13, CUL9, AARS1, CUL7, DCTN1, RPN1, ASB13, ARL2, TGOLN2, RXRA, MGAT5, GNA11, MAN1C1, ZBED1, VARS1, WDTC1, CTSA, LAMB2, MDH2, PCGF2, SEC16A, GBF1, NR1H3, KLHL22, ERAL1, TRAPPC9, EEF2, RAB11B, ASXL1, MSRA, NUCB1, PAF1, CALR, GNB5, SEC24C, EIF3B"	359	2093	11153	1.187457329	1	0.933078612	0.927865882
REACTOME_PATHWAY	R-HSA-9013404~RAC2 GTPase cycle	7	1.315789474	0.063370753	"ARHGDIA, ARHGAP1, PIK3R2, EMD, VAV1, ARHGAP35, PAK4"	359	88	11153	2.471226893	1	0.935524583	0.930298189
REACTOME_PATHWAY	R-HSA-879415~Advanced glycosylation endproduct receptor signaling	3	0.563909774	0.06346336	"PRKCSH, DDOST, MAPK3"	359	13	11153	7.169273623	1	0.935524583	0.930298189
REACTOME_PATHWAY	"R-HSA-6811558~PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"	8	1.503759398	0.066078881	"INSR, PIK3CD, PIK3R2, PPP2R5D, PIP4K2B, PIP5K1C, VAV1, MAPK3"	359	111	11153	2.239052423	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-8876198~RAB GEFs exchange GTP for GDP on RABs	7	1.315789474	0.069123552	"GDI1, DENND2B, MADD, RAB35, TRAPPC12, TRAPPC9, RAB8A"	359	90	11153	2.41631074	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-72163~mRNA Splicing - Major Pathway	12	2.255639098	0.070010319	"SART1, PRPF6, SF3B3, SF3A2, POLR2A, SNRNP70, RBM42, PRPF19, SNRNP200, CACTIN, RBM10, SNRPA"	359	207	11153	1.800976949	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-77387~Insulin receptor recycling	4	0.751879699	0.070335205	"ATP6AP1, INSR, CTSD, ATP6V0C"	359	30	11153	4.142246982	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9725370~Signaling by ALK fusions and activated point mutants	7	1.315789474	0.072109824	"SHC1, DCTN1, PIK3R2, PTPN6, RRBP1, TYK2, MAPK3"	359	91	11153	2.389757874	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9700206~Signaling by ALK in cancer	7	1.315789474	0.072109824	"SHC1, DCTN1, PIK3R2, PTPN6, RRBP1, TYK2, MAPK3"	359	91	11153	2.389757874	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9697154~Disorders of Nervous System Development	3	0.563909774	0.072511749	"NCOR2, TBL1X, PRKACA"	359	14	11153	6.65718265	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9005895~Pervasive developmental disorders	3	0.563909774	0.072511749	"NCOR2, TBL1X, PRKACA"	359	14	11153	6.65718265	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9675151~Disorders of Developmental Biology	3	0.563909774	0.072511749	"NCOR2, TBL1X, PRKACA"	359	14	11153	6.65718265	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9005891~Loss of function of MECP2 in Rett syndrome	3	0.563909774	0.072511749	"NCOR2, TBL1X, PRKACA"	359	14	11153	6.65718265	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9772573~Late SARS-CoV-2 Infection Events	6	1.127819549	0.073824437	"PRKCSH, MGAT5, RPN1, MOGS, MAN1B1, DDOST"	359	70	11153	2.66287306	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-9013026~RHOB GTPase cycle	6	1.127819549	0.073824437	"ARHGAP1, FLOT2, PIK3R2, ARHGEF10L, MYO9B, ARHGAP35"	359	70	11153	2.66287306	1	0.953629067	0.948301531
REACTOME_PATHWAY	R-HSA-72165~mRNA Splicing - Minor Pathway	5	0.939849624	0.075886514	"ZRSR2, PRPF6, SF3B3, POLR2A, SNRNP200"	359	50	11153	3.106685237	1	0.965895391	0.960499328
REACTOME_PATHWAY	R-HSA-1430728~Metabolism	82	15.41353383	0.076797898	"INPPL1, PIK3CD, GBA1, MED16, MED15, HK1, MED12, GYS1, SMPD4, SIN3B, HYAL2, CA4, CPNE1, PIP4K2B, MAN2C1, PRKACA, GGT1, ACADS, PDK2, NUP214, GAA, ITPK1, MED9, PPP2R5D, BCS1L, ADRA2A, SREBF2, SIRT3, NCOR2, RUFY1, MED22, CYP2A6, LARS1, JMJD7-PLA2G4B, PRKD2, SLC27A3, CSNK1G2, BCAT2, ISYNA1, GALT, PFKFB3, ABHD4, PIK3R2, AGPAT1, PLA2G6, ACACB, PLD3, PIK3R5, RXRB, CYB5R3, RXRA, GNA11, PSAP, SCAP, PIP5K1C, TBL1X, CDIPT, IP6K1, MORC2, CTSA, GSTM2, GSTM1, MDH2, MBOAT7, NR1H3, FIG4, EXT1, G6PC3, TCN2, MAN2B2, CARM1, FASN, PI4KA, CRYL1, ACO1, PNPLA6, COQ8A, PI4KB, DHCR7, GNB5, AGRN, SEC24C"	359	2177	11153	1.170180016	1	0.965895391	0.960499328
REACTOME_PATHWAY	R-HSA-4551638~SUMOylation of chromatin organization proteins	6	1.127819549	0.077437997	"NUP214, RING1, PCGF2, SCMH1, ZBED1, CHD3"	359	71	11153	2.625367806	1	0.965895391	0.960499328
REACTOME_PATHWAY	R-HSA-5668914~Diseases of metabolism	14	2.631578947	0.07785749	"CTSA, DPAGT1, GALT, GAA, POMT1, MOGS, EXT1, GYS1, G6PC3, TCN2, DAG1, MAN1B1, AGRN, GGT1"	359	261	11153	1.6664212	1	0.965895391	0.960499328
WIKIPATHWAYS	WP4155:Endometrial cancer	6	1.127819549	0.048018143	"TCF7L1, GADD45B, PDPK1, PIK3CD, PIK3R2, MAPK3"	277	63	8749	3.008079766	1	0.96590342	0.96590342
REACTOME_PATHWAY	R-HSA-5620920~Cargo trafficking to the periciliary membrane	5	0.939849624	0.080365133	"EXOC7, GBF1, EXOC3, PKD1, RAB8A"	359	51	11153	3.04576984	1	0.979220741	0.973750234
REACTOME_PATHWAY	R-HSA-9855142~Cellular responses to mechanical stimuli	7	1.315789474	0.081506204	"MMP14, PDPK1, GNA11, PIK3CD, PIK3R2, GNB5, PRKACA"	359	94	11153	2.313489006	1	0.979220741	0.973750234
REACTOME_PATHWAY	R-HSA-9860931~Response of endothelial cells to shear stress	7	1.315789474	0.081506204	"MMP14, PDPK1, GNA11, PIK3CD, PIK3R2, GNB5, PRKACA"	359	94	11153	2.313489006	1	0.979220741	0.973750234
REACTOME_PATHWAY	R-HSA-983695~Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	4	0.751879699	0.082057604	"STIM1, PIK3CD, PTPN6, VAV1"	359	32	11153	3.883356546	1	0.979220741	0.973750234
REACTOME_PATHWAY	R-HSA-383280~Nuclear Receptor transcription pathway	5	0.939849624	0.084971934	"RXRB, NCOR2, RXRA, RARA, NR1H3"	359	52	11153	2.987197343	1	0.991954946	0.986413298
REACTOME_PATHWAY	R-HSA-199418~Negative regulation of the PI3K/AKT network	8	1.503759398	0.085289275	"INSR, PIK3CD, PIK3R2, PPP2R5D, PIP4K2B, PIP5K1C, VAV1, MAPK3"	359	118	11153	2.106227279	1	0.991954946	0.986413298
REACTOME_PATHWAY	R-HSA-71387~Metabolism of carbohydrates	15	2.819548872	0.085499708	"NUP214, GALT, PFKFB3, GAA, PPP2R5D, HK1, EXT1, GYS1, G6PC3, MAN2B2, HYAL2, CRYL1, MAN2C1, AGRN, PRKACA"	359	291	11153	1.601384143	1	0.991954946	0.986413298
REACTOME_PATHWAY	R-HSA-9013408~RHOG GTPase cycle	6	1.127819549	0.088838225	"ARHGDIA, ARHGAP1, EMD, VAV1, ARHGAP35, PAK4"	359	74	11153	2.518933976	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-9013106~RHOC GTPase cycle	6	1.127819549	0.088838225	"ARHGDIA, ARHGAP1, FLOT2, ARHGEF10L, MYO9B, ARHGAP35"	359	74	11153	2.518933976	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-2730905~Role of LAT2/NTAL/LAB on calcium mobilization	3	0.563909774	0.091728474	"SHC1, PDPK1, PIK3R2"	359	16	11153	5.825034819	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-3229121~Glycogen storage diseases	3	0.563909774	0.091728474	"GYS1, G6PC3, GAA"	359	16	11153	5.825034819	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-3781865~Diseases of glycosylation	9	1.691729323	0.092215637	"EXT1, CTSA, DPAGT1, GALT, POMT1, DAG1, MOGS, MAN1B1, AGRN"	359	144	11153	1.941678273	1	0.992425617	0.98688134
REACTOME_PATHWAY	"R-HSA-5083633~Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1"	2	0.37593985	0.093247089	"POMT1, DAG1"	359	3	11153	20.71123491	1	0.992425617	0.98688134
REACTOME_PATHWAY	"R-HSA-5083629~Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2"	2	0.37593985	0.093247089	"POMT1, DAG1"	359	3	11153	20.71123491	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-74751~Insulin receptor signalling cascade	5	0.939849624	0.094561811	"SHC1, PDPK1, INSR, PIK3R2, MAPK3"	359	54	11153	2.876560404	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-8848021~Signaling by PTK6	5	0.939849624	0.094561811	"PXN, CDK2, ARAP1, ARHGAP35, PELP1"	359	54	11153	2.876560404	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-9006927~Signaling by Non-Receptor Tyrosine Kinases	5	0.939849624	0.094561811	"PXN, CDK2, ARAP1, ARHGAP35, PELP1"	359	54	11153	2.876560404	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-9013405~RHOD GTPase cycle	5	0.939849624	0.094561811	"ARHGAP1, PLXNA1, PIK3R2, EMD, ARHGAP35"	359	54	11153	2.876560404	1	0.992425617	0.98688134
REACTOME_PATHWAY	R-HSA-9833110~RSV-host interactions	7	1.315789474	0.095044752	"MED12, MED22, MED9, TYK2, MED16, AGRN, MED15"	359	98	11153	2.219060883	1	0.992425617	0.98688134
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	6	1.127819549	0.023324549	"DPAGT1, MGAT5, RPN1, MAN1C1, MOGS, DDOST"	503	63	19416	3.676228344	1	1	0.993902439
GOTERM_BP_DIRECT	GO:0061744~motor behavior	4	0.751879699	0.025906895	"EXT1, PFKFB3, DCTN1, GBA1"	503	25	19416	6.176063618	1	1	0.993902439
GOTERM_BP_DIRECT	GO:0008361~regulation of cell size	4	0.751879699	0.025906895	"LARS1, VAV1, ARHGAP35, WDTC1"	503	25	19416	6.176063618	1	1	0.993902439
GOTERM_BP_DIRECT	GO:0061909~autophagosome-lysosome fusion	3	0.563909774	0.026166401	"PLEKHM1, TOM1, PIP4K2B"	503	10	19416	11.58011928	1	1	0.993902439
